ruleLabel,rule,trial,primaryClass,tags,steps,gridSize,initialDensity,wrap,finalLive,finalDensity,finalActivity,avgLastDensity,avgLastActivity,finalBoundingBoxArea,avgLastArea,densityTrend,areaTrend,repeatPeriod,centerShift
"Sample 19","B03568/S4568","2","Expanding","","500","100","0.240","true","6936","0.693600","0.387300","0.692892","0.387078","10000","1.000000","0.022853","0.000000","0","0.000922"
"Sample 19","B03568/S4568","3","Expanding","","500","100","0.240","true","6894","0.689400","0.395400","0.692910","0.387075","10000","1.000000","0.021304","0.000000","0","0.001057"
"Sample 19","B03568/S4568","4","Expanding","","500","100","0.240","true","6859","0.685900","0.378500","0.693818","0.386983","10000","1.000000","0.023973","0.000000","0","0.001424"
"Sample 19","B03568/S4568","5","Expanding","","500","100","0.240","true","7006","0.700600","0.383300","0.693563","0.387228","10000","1.000000","0.020946","0.000000","0","0.000480"
"Sample 19","B03568/S4568","6","Expanding","","500","100","0.240","true","6893","0.689300","0.393700","0.691715","0.388681","10000","1.000000","0.018816","0.000000","0","0.000805"
"Sample 19","B03568/S4568","7","Expanding","","500","100","0.240","true","6973","0.697300","0.385400","0.693553","0.386177","10000","1.000000","0.021878","0.000000","0","0.000120"
"Sample 19","B03568/S4568","8","Expanding","","500","100","0.240","true","6934","0.693400","0.382700","0.693183","0.385895","10000","1.000000","0.023008","0.000000","0","0.001408"
"Sample 19","B03568/S4568","9","Expanding","","500","100","0.240","true","6991","0.699100","0.380200","0.692481","0.387311","10000","1.000000","0.024313","0.000000","0","0.001714"
"Sample 19","B03568/S4568","10","Expanding","","500","100","0.240","true","6986","0.698600","0.390100","0.692146","0.387526","10000","1.000000","0.022858","0.000000","0","0.001171"
"Sample 20","B378/S01678","1","Periodic","","500","100","0.240","true","755","0.075500","0.004000","0.075500","0.004000","10000","1.000000","-0.010474","0.000000","4","0.001465"
"Sample 20","B378/S01678","2","Periodic","","500","100","0.240","true","725","0.072500","0.003200","0.072500","0.003200","10000","1.000000","-0.010546","0.000000","2","0.003133"
"Sample 20","B378/S01678","3","Periodic","","500","100","0.240","true","769","0.076900","0.005000","0.076900","0.005000","10000","1.000000","-0.010579","0.000000","4","0.001766"
"Sample 20","B378/S01678","4","Periodic","","500","100","0.240","true","720","0.072000","0.004200","0.072000","0.004200","10000","1.000000","-0.010985","0.000000","2","0.001240"
"Sample 20","B378/S01678","5","Periodic","","500","100","0.240","true","731","0.073100","0.004800","0.073100","0.004800","10000","1.000000","-0.010416","0.000000","4","0.001881"
"Sample 20","B378/S01678","6","Periodic","","500","100","0.240","true","706","0.070600","0.003600","0.070600","0.003600","10000","1.000000","-0.010734","0.000000","4","0.002245"
"Sample 20","B378/S01678","7","Periodic","","500","100","0.240","true","740","0.074000","0.004000","0.074000","0.004000","10000","1.000000","-0.012023","0.000000","2","0.003435"
"Sample 20","B378/S01678","8","Periodic","","500","100","0.240","true","720","0.072000","0.006200","0.072000","0.006200","10000","1.000000","-0.010568","0.000000","4","0.002781"
"Sample 20","B378/S01678","9","Periodic","","500","100","0.240","true","728","0.072800","0.004800","0.072800","0.004800","10000","1.000000","-0.011373","0.000000","2","0.003486"
"Sample 20","B378/S01678","10","Periodic","","500","100","0.240","true","722","0.072200","0.005400","0.072167","0.005268","10000","1.000000","-0.010797","0.000000","12","0.002469"
"Sample 21","B0268/S346","1","Disordered","","500","100","0.240","true","3893","0.389300","0.351100","0.388847","0.345301","10000","1.000000","0.000243","0.000000","0","0.001258"
"Sample 21","B0268/S346","2","Disordered","","500","100","0.240","true","3887","0.388700","0.345600","0.388785","0.344822","10000","1.000000","0.000171","0.000000","0","0.000563"
"Sample 21","B0268/S346","3","Disordered","","500","100","0.240","true","3886","0.388600","0.352100","0.389120","0.344508","10000","1.000000","-0.000119","0.000000","0","0.000911"
"Sample 21","B0268/S346","4","Disordered","","500","100","0.240","true","3763","0.376300","0.347900","0.387963","0.345496","10000","1.000000","0.000135","0.000000","0","0.001440"
"Sample 21","B0268/S346","5","Disordered","","500","100","0.240","true","3908","0.390800","0.331800","0.388978","0.345029","10000","1.000000","0.000399","0.000000","0","0.000342"
"Sample 21","B0268/S346","6","Disordered","","500","100","0.240","true","3786","0.378600","0.350300","0.388289","0.344848","10000","1.000000","-0.000086","0.000000","0","0.001574"
"Sample 21","B0268/S346","7","Disordered","","500","100","0.240","true","3892","0.389200","0.354300","0.388494","0.345493","10000","1.000000","0.000337","0.000000","0","0.000995"
"Sample 21","B0268/S346","8","Disordered","","500","100","0.240","true","3953","0.395300","0.345800","0.389383","0.344800","10000","1.000000","0.000348","0.000000","0","0.001109"
"Sample 21","B0268/S346","9","Disordered","","500","100","0.240","true","3811","0.381100","0.343500","0.388104","0.345686","10000","1.000000","-0.000373","0.000000","0","0.000260"
"Sample 21","B0268/S346","10","Disordered","","500","100","0.240","true","3934","0.393400","0.353200","0.389037","0.346678","10000","1.000000","0.000854","0.000000","0","0.000312"
"Sample 22","B02468/S0245678","1","Frozen","","500","100","0.240","true","9594","0.959400","0.000000","0.959400","0.000000","10000","1.000000","0.011952","0.000000","1","0.000228"
"Sample 22","B02468/S0245678","2","Frozen","","500","100","0.240","true","9672","0.967200","0.000000","0.967200","0.000000","10000","1.000000","0.012125","0.000000","1","0.000276"
"Sample 22","B02468/S0245678","3","Frozen","","500","100","0.240","true","9654","0.965400","0.000000","0.965400","0.000000","10000","1.000000","0.011730","0.000000","1","0.000093"
"Sample 22","B02468/S0245678","4","Frozen","","500","100","0.240","true","9592","0.959200","0.000000","0.959200","0.000000","10000","1.000000","0.011349","0.000000","1","0.000202"
"Sample 22","B02468/S0245678","5","Frozen","","500","100","0.240","true","9616","0.961600","0.000000","0.961600","0.000000","10000","1.000000","0.011649","0.000000","1","0.000122"
"Sample 22","B02468/S0245678","6","Periodic","","500","100","0.240","true","9616","0.961600","0.000400","0.961600","0.000400","10000","1.000000","0.011813","0.000000","2","0.000217"
"Sample 22","B02468/S0245678","7","Frozen","","500","100","0.240","true","9618","0.961800","0.000000","0.961800","0.000000","10000","1.000000","0.011878","0.000000","1","0.000080"
"Sample 22","B02468/S0245678","8","Frozen","","500","100","0.240","true","9644","0.964400","0.000000","0.964400","0.000000","10000","1.000000","0.011701","0.000000","1","0.000187"
"Sample 22","B02468/S0245678","9","Frozen","","500","100","0.240","true","9620","0.962000","0.000000","0.962000","0.000000","10000","1.000000","0.011802","0.000000","1","0.000169"
"Sample 22","B02468/S0245678","10","Frozen","","500","100","0.240","true","9634","0.963400","0.000000","0.963400","0.000000","10000","1.000000","0.011919","0.000000","1","0.000153"
"Sample 23","B056/S1278","1","Structured Dynamic","","500","100","0.240","true","2667","0.266700","0.033900","0.268952","0.034178","10000","1.000000","-0.000034","0.000000","0","0.000272"
"Sample 23","B056/S1278","2","Periodic","","500","100","0.240","true","2698","0.269800","0.030900","0.269917","0.030961","10000","1.000000","0.000122","0.000000","12","0.000206"
"Sample 23","B056/S1278","3","Periodic","","500","100","0.240","true","2678","0.267800","0.035800","0.267784","0.036436","10000","1.000000","-0.000085","0.000000","60","0.000361"
"Sample 23","B056/S1278","4","Periodic","","500","100","0.240","true","2691","0.269100","0.034300","0.267306","0.034098","10000","1.000000","0.000053","0.000000","60","0.000167"
"Sample 23","B056/S1278","5","Periodic","","500","100","0.240","true","2681","0.268100","0.033300","0.269207","0.033938","10000","1.000000","0.000149","0.000000","420","0.000035"
"Sample 23","B056/S1278","6","Structured Dynamic","","500","100","0.240","true","2701","0.270100","0.034900","0.269137","0.034263","10000","1.000000","-0.000030","0.000000","0","0.000226"
"Sample 23","B056/S1278","7","Periodic","","500","100","0.240","true","2685","0.268500","0.034000","0.269575","0.033944","10000","1.000000","0.000220","0.000000","120","0.000431"
"Sample 23","B056/S1278","8","Periodic","","500","100","0.240","true","2695","0.269500","0.032200","0.272347","0.032552","10000","1.000000","0.000363","0.000000","60","0.000176"
